a1, b1, c1, a2, b2, c2, a3, b3, c3
0.063080,-0.116089,0.988510,0.056073,-0.103003,0.989090,0.007007,-0.013086,-0.000580,
0.043930,-0.095169,0.971329,0.054859,-0.102220,0.987314,-0.010929,0.007051,-0.015985,
0.053513,-0.101303,0.990219,0.054724,-0.102128,0.987605,-0.001212,0.000825,0.002615,
0.065018,-0.108292,1.017990,0.055753,-0.102745,0.990643,0.009264,-0.005547,0.027347,
0.058334,-0.100143,1.000122,0.056012,-0.102484,0.991591,0.002323,0.002341,0.008531,
0.088577,-0.102478,0.940338,0.059268,-0.102484,0.986466,0.029309,0.000006,-0.046128,
0.128204,-0.116272,0.940903,0.066162,-0.103863,0.981909,0.062043,-0.012409,-0.041007,
0.054337,-0.114410,0.998260,0.064979,-0.104917,0.983545,-0.010643,-0.009493,0.014716,
0.071518,-0.141006,1.018433,0.065633,-0.108526,0.987033,0.005885,-0.032480,0.031399,
0.165070,-0.075699,1.060059,0.075577,-0.105244,0.994336,0.089493,0.029545,0.065723,
0.059845,-0.035034,1.018112,0.074004,-0.098223,0.996714,-0.014159,0.063188,0.021399,
0.030670,-0.144012,1.043655,0.069670,-0.102802,1.001408,-0.039000,-0.041211,0.042248,
0.076630,-0.122314,0.979858,0.070366,-0.104753,0.999253,0.006263,-0.017562,-0.019394,
0.022049,-0.051682,0.960770,0.065534,-0.099446,0.995404,-0.043485,0.047764,-0.034635,
0.065628,-0.075195,0.904327,0.065544,-0.097021,0.986297,0.000084,0.021825,-0.081969,
0.101837,-0.137878,0.931992,0.069173,-0.101106,0.980866,0.032664,-0.036772,-0.048875,
0.032150,-0.109665,0.971375,0.065471,-0.101962,0.979917,-0.033321,-0.007703,-0.008543,
0.089035,-0.151230,0.963531,0.067827,-0.106889,0.978279,0.021208,-0.044341,-0.014747,
0.117554,-0.108978,0.955490,0.072800,-0.107098,0.976000,0.044754,-0.001880,-0.020510,
0.054749,-0.072113,0.989899,0.070995,-0.103600,0.977390,-0.016246,0.031486,0.012509,
0.063171,-0.115372,0.955994,0.070212,-0.104777,0.975250,-0.007041,-0.010595,-0.019256,
0.093857,-0.151001,0.973450,0.072577,-0.109399,0.975070,0.021280,-0.041602,-0.001620,
0.035049,-0.102798,0.995972,0.068824,-0.108739,0.977160,-0.033775,0.005941,0.018812,
0.027451,-0.088013,0.990799,0.064687,-0.106666,0.978524,-0.037236,0.018654,0.012275,
0.082092,-0.148254,1.017624,0.066427,-0.110825,0.982434,0.015665,-0.037429,0.035190,
0.048965,-0.063705,1.005524,0.064681,-0.106113,0.984743,-0.015716,0.042408,0.020781,
0.102081,-0.092285,0.987656,0.068421,-0.104730,0.985034,0.033660,0.012445,0.002621,
0.111557,-0.118347,0.989014,0.072735,-0.106092,0.985432,0.038822,-0.012255,0.003581,
0.079895,-0.077881,0.995163,0.073451,-0.103271,0.986405,0.006444,0.025390,0.008758,
0.097183,-0.093277,1.004379,0.075824,-0.102272,0.988203,0.021359,0.008995,0.016177,
0.096390,-0.081223,0.982544,0.077881,-0.100167,0.987637,0.018509,0.018944,-0.005093,
0.065262,-0.092529,0.984329,0.076619,-0.099403,0.987306,-0.011357,0.006874,-0.002977,
0.061203,-0.105713,0.999222,0.075077,-0.100034,0.988498,-0.013874,-0.005679,0.010724,
0.062347,-0.086884,0.995087,0.073804,-0.098719,0.989157,-0.011457,0.011835,0.005930,
0.054489,-0.100357,0.988235,0.071873,-0.098883,0.989064,-0.017384,-0.001474,-0.000829,
0.083649,-0.099609,0.966873,0.073050,-0.098955,0.986845,0.010598,-0.000654,-0.019972,
0.067062,-0.103699,0.993332,0.072451,-0.099430,0.987494,-0.005389,-0.004269,0.005838,
0.076630,-0.113663,1.006363,0.072869,-0.100853,0.989381,0.003760,-0.012810,0.016982,
0.074982,-0.089432,0.980453,0.073081,-0.099711,0.988488,0.001901,0.010279,-0.008035,
0.079971,-0.079971,0.963654,0.073770,-0.097737,0.986005,0.006202,0.017766,-0.022351,
0.090240,-0.116180,0.989777,0.075417,-0.099581,0.986382,0.014824,-0.016599,0.003395,
0.066193,-0.092438,0.993210,0.074494,-0.098867,0.987065,-0.008302,0.006429,0.006145,
0.069809,-0.113785,1.018097,0.074026,-0.100359,0.990168,-0.004217,-0.013426,0.027929,
0.065323,-0.084015,0.991135,0.073155,-0.098724,0.990265,-0.007833,0.014709,0.000870,
0.073090,-0.082840,0.986267,0.073149,-0.097136,0.989865,-0.000059,0.014296,-0.003598,
0.070816,-0.117661,0.996506,0.072916,-0.099188,0.990529,-0.002100,-0.018472,0.005977,
0.081619,-0.106171,0.980713,0.073786,-0.099887,0.989547,0.007833,-0.006284,-0.008834,
0.062302,-0.097351,0.979431,0.072638,-0.099633,0.988536,-0.010336,0.002282,-0.009105,
0.062134,-0.116180,0.980621,0.071587,-0.101288,0.987744,-0.009453,-0.014893,-0.007123,
0.064209,-0.098160,0.989319,0.070849,-0.100975,0.987902,-0.006640,0.002815,0.001417,
0.080719,-0.096756,0.983551,0.071836,-0.100553,0.987467,0.008883,0.003797,-0.003916,
0.091278,-0.105743,0.996582,0.073780,-0.101072,0.988378,0.017498,-0.004671,0.008204,
0.073929,-0.094986,0.996292,0.073795,-0.100463,0.989170,0.000134,0.005478,0.007123,
0.071884,-0.107315,0.993439,0.073604,-0.101149,0.989596,-0.001720,-0.006166,0.003842,
0.080566,-0.112747,0.986679,0.074300,-0.102309,0.989305,0.006266,-0.010439,-0.002626,
0.071976,-0.103668,0.975662,0.074068,-0.102444,0.987940,-0.002092,-0.001224,-0.012278,
0.082672,-0.096710,0.981598,0.074928,-0.101871,0.987306,0.007744,0.005161,-0.005708,
0.069077,-0.095154,0.995255,0.074343,-0.101199,0.988101,-0.005267,0.006046,0.007153,
0.048691,-0.089996,1.016647,0.071778,-0.100079,0.990956,-0.023087,0.010083,0.025692,
0.071899,-0.108307,0.985565,0.071790,-0.100902,0.990417,0.000109,-0.007405,-0.004851,
0.065323,-0.089813,0.968552,0.071143,-0.099793,0.988230,-0.005820,0.009980,-0.019679,
0.065048,-0.114151,0.988495,0.070534,-0.101229,0.988257,-0.005486,-0.012922,0.000238,
0.067032,-0.105530,0.999268,0.070184,-0.101659,0.989358,-0.003152,-0.003871,0.009910,
0.075882,-0.096909,0.982513,0.070753,-0.101184,0.988673,0.005128,0.004275,-0.006160,
0.080566,-0.109848,0.996521,0.071735,-0.102050,0.989458,0.008832,-0.007798,0.007063,
0.065094,-0.103638,1.009094,0.071071,-0.102209,0.991422,-0.005977,-0.001429,0.017673,
0.069061,-0.089340,1.017838,0.070870,-0.100922,0.994063,-0.001808,0.011582,0.023774,
0.063309,-0.089722,0.990189,0.070114,-0.099802,0.993676,-0.006805,0.010080,-0.003487,
0.072128,-0.093460,0.953873,0.070315,-0.099168,0.989695,0.001813,0.005708,-0.035823,
0.074768,-0.119675,0.963028,0.070760,-0.101219,0.987029,0.004008,-0.018456,-0.024001,
0.065201,-0.101028,0.977524,0.070204,-0.101200,0.986078,-0.005004,0.000171,-0.008554,
0.071930,-0.100632,1.003220,0.070377,-0.101143,0.987792,0.001553,0.000511,0.015427,
0.070129,-0.084747,0.997101,0.070352,-0.099503,0.988723,-0.000223,0.014756,0.008378,
0.084442,-0.105865,1.009323,0.071761,-0.100139,0.990783,0.012681,-0.005726,0.018540,
0.070953,-0.096863,1.010056,0.071680,-0.099812,0.992710,-0.000727,0.002949,0.017345,
0.061371,-0.091705,0.983307,0.070649,-0.099001,0.991770,-0.009279,0.007296,-0.008463,
0.061127,-0.119934,0.985580,0.069697,-0.101094,0.991151,-0.008570,-0.018840,-0.005571,
0.059387,-0.097412,0.984314,0.068666,-0.100726,0.990467,-0.009279,0.003314,-0.006153,
0.070023,-0.102783,0.976608,0.068802,-0.100932,0.989081,0.001221,-0.001851,-0.012473,
0.073685,-0.124222,0.988708,0.069290,-0.103261,0.989044,0.004395,-0.020961,-0.000336,
0.071091,-0.092377,0.978485,0.069470,-0.102172,0.987988,0.001621,0.009796,-0.009503,
0.069153,-0.087662,0.988251,0.069438,-0.100721,0.988015,-0.000286,0.013060,0.000236,
0.067078,-0.099869,1.001175,0.069202,-0.100636,0.989331,-0.002125,0.000767,0.011844,
0.066208,-0.091507,0.989258,0.068903,-0.099723,0.989323,-0.002695,0.008216,-0.000065,
0.071732,-0.124237,0.995605,0.069186,-0.102175,0.989952,0.002546,-0.022062,0.005654,
0.068192,-0.089630,0.981384,0.069086,-0.100920,0.989095,-0.000895,0.011290,-0.007711,
0.071075,-0.089493,0.987320,0.069285,-0.099777,0.988917,0.001790,0.010285,-0.001597,
0.072754,-0.114746,1.000427,0.069632,-0.101274,0.990068,0.003122,-0.013472,0.010359,
0.076904,-0.092178,0.981506,0.070359,-0.100365,0.989212,0.006545,0.008186,-0.007706,
0.058426,-0.092651,0.997086,0.069166,-0.099593,0.989999,-0.010740,0.006942,0.007086,
0.074875,-0.098755,0.990387,0.069737,-0.099510,0.990038,0.005138,0.000755,0.000349,
0.067078,-0.104691,0.985458,0.069471,-0.100028,0.989580,-0.002393,-0.004663,-0.004122,
0.075790,-0.104385,0.989487,0.070103,-0.100463,0.989571,0.005687,-0.003922,-0.000084,
0.114609,-0.107986,0.976135,0.074553,-0.101216,0.988227,0.040055,-0.006771,-0.012092,
0.065979,-0.107285,1.023941,0.073696,-0.101823,0.991799,-0.007717,-0.005462,0.032142,
0.068130,-0.081757,1.028580,0.073139,-0.099816,0.995477,-0.005009,0.018059,0.033103,
0.070175,-0.078125,1.002930,0.072843,-0.097647,0.996222,-0.002668,0.019522,0.006708,
0.039047,-0.095261,0.980148,0.069463,-0.097408,0.994615,-0.030416,0.002148,-0.014466,
0.040833,-0.119858,0.953842,0.066600,-0.099653,0.990537,-0.025768,-0.020205,-0.036695,
0.047821,-0.109558,0.916351,0.064722,-0.100644,0.983119,-0.016901,-0.008914,-0.066768,
0.055405,-0.087692,1.043289,0.063791,-0.099349,0.989136,-0.008386,0.011656,0.054153,
0.011993,-0.067505,1.031799,0.058611,-0.096164,0.993402,-0.046618,0.028659,0.038397,
0.053192,-0.134232,0.995514,0.058069,-0.099971,0.993613,-0.004877,-0.034261,0.001901,
0.109665,-0.119507,0.967361,0.063229,-0.101925,0.990988,0.046436,-0.017582,-0.023627,
0.106125,-0.081009,0.969849,0.067518,-0.099833,0.988874,0.038607,0.018824,-0.019026,
0.114029,-0.073380,0.948166,0.072169,-0.097188,0.984803,0.041860,0.023808,-0.036638,
0.116516,-0.114624,0.961456,0.076604,-0.098931,0.982469,0.039912,-0.015693,-0.021012,
0.097855,-0.130020,0.997894,0.078729,-0.102040,0.984011,0.019126,-0.027980,0.013883,
0.072922,-0.100708,0.988434,0.078148,-0.101907,0.984454,-0.005227,0.001199,0.003980,
0.063187,-0.101929,0.994278,0.076652,-0.101909,0.985436,-0.013466,-0.000020,0.008842,
0.070969,-0.096863,1.009079,0.076084,-0.101404,0.987800,-0.005115,0.004542,0.021279,
0.062454,-0.074631,0.995941,0.074721,-0.098727,0.988614,-0.012267,0.024096,0.007327,
0.044968,-0.081818,0.989914,0.071746,-0.097036,0.988744,-0.026778,0.015219,0.001170,
0.070007,-0.107529,0.970764,0.071572,-0.098085,0.986946,-0.001564,-0.009443,-0.016182,
0.070038,-0.099915,0.981506,0.071418,-0.098268,0.986402,-0.001380,-0.001646,-0.004896,
0.064072,-0.111252,1.001282,0.070684,-0.099567,0.987890,-0.006612,-0.011685,0.013391,
0.070831,-0.115799,0.995499,0.070698,-0.101190,0.988651,0.000133,-0.014609,0.006848,
0.079742,-0.099640,0.976685,0.071603,-0.101035,0.987454,0.008140,0.001395,-0.010770,
0.083755,-0.087357,0.969681,0.072818,-0.099667,0.985677,0.010937,0.012310,-0.015996,
0.073807,-0.109100,0.997421,0.072917,-0.100610,0.986851,0.000890,-0.008490,0.010570,
0.061127,-0.114182,1.002274,0.071738,-0.101968,0.988394,-0.010611,-0.012214,0.013880,
0.060501,-0.080444,0.983170,0.070614,-0.099815,0.987871,-0.010113,0.019371,-0.004702,
0.065247,-0.099228,0.965668,0.070077,-0.099756,0.985651,-0.004831,0.000529,-0.019983,
0.087357,-0.112503,0.990692,0.071805,-0.101031,0.986155,0.015551,-0.011472,0.004537,
0.073990,-0.089386,0.991287,0.072024,-0.099867,0.986668,0.001966,0.010481,0.004619,
0.094269,-0.098145,0.993546,0.074248,-0.099694,0.987356,0.020020,0.001550,0.006190,
0.094101,-0.117920,0.992798,0.076234,-0.101517,0.987900,0.017867,-0.016403,0.004898,
0.073822,-0.105301,1.001312,0.075992,-0.101895,0.989241,-0.002170,-0.003406,0.012071,
0.097076,-0.108414,0.993698,0.078101,-0.102547,0.989687,0.018976,-0.005867,0.004011,
0.067169,-0.088501,1.008942,0.077008,-0.101143,0.991613,-0.009838,0.012642,0.017329,
0.055542,-0.090927,0.987167,0.074861,-0.100121,0.991168,-0.019319,0.009194,-0.004001,
0.051514,-0.109879,0.986343,0.072526,-0.101097,0.990686,-0.021013,-0.008782,-0.004342,
0.042862,-0.102676,0.978302,0.069560,-0.101255,0.989447,-0.026698,-0.001422,-0.011145,
0.081467,-0.123123,0.977936,0.070751,-0.103442,0.988296,0.010716,-0.019682,-0.010360,
0.063324,-0.089783,0.982315,0.070008,-0.102076,0.987698,-0.006684,0.012293,-0.005383,
0.084839,-0.073181,0.973480,0.071491,-0.099186,0.986276,0.013348,0.026005,-0.012796,
0.113358,-0.132339,0.997101,0.075678,-0.102502,0.987359,0.037680,-0.029838,0.009742,
0.085327,-0.120087,0.993698,0.076643,-0.104260,0.987993,0.008685,-0.015827,0.005706,
0.065308,-0.090744,0.971497,0.075509,-0.102908,0.986343,-0.010202,0.012164,-0.014846,
0.059174,-0.124802,0.971817,0.073876,-0.105098,0.984890,-0.014702,-0.019704,-0.013073,
0.051605,-0.098618,0.982285,0.071649,-0.104450,0.984630,-0.020043,0.005832,-0.002345,
0.060333,-0.101151,0.981430,0.070517,-0.104120,0.984310,-0.010184,0.002969,-0.002880,
0.078461,-0.125839,1.006516,0.071311,-0.106292,0.986530,0.007149,-0.019547,0.019985,
0.083694,-0.082367,1.007080,0.072550,-0.103899,0.988585,0.011145,0.021532,0.018495,
0.111588,-0.111694,0.997833,0.076453,-0.104679,0.989510,0.035134,-0.007016,0.008323,
0.100479,-0.061432,0.966629,0.078856,-0.100354,0.987222,0.021623,0.038922,-0.020593,
0.075714,-0.108063,1.004318,0.078542,-0.101125,0.988932,-0.002828,-0.006938,0.015387,
0.015396,-0.122971,1.024567,0.072227,-0.103310,0.992495,-0.056831,-0.019661,0.032071,
0.032318,-0.091751,0.975113,0.068236,-0.102154,0.990757,-0.035918,0.010403,-0.015644,
0.044159,-0.075546,0.949432,0.065829,-0.099493,0.986624,-0.021670,0.023947,-0.037192,
0.073990,-0.099976,0.956909,0.066645,-0.099541,0.983653,0.007345,-0.000434,-0.026744,
0.109543,-0.124969,0.994003,0.070935,-0.102084,0.984688,0.038608,-0.022885,0.009315,
0.135010,-0.095901,0.996918,0.077342,-0.101466,0.985911,0.057668,0.005564,0.011007,
0.107010,-0.080750,1.002365,0.080309,-0.099394,0.987556,0.026701,0.018645,0.014809,
0.127029,-0.116760,1.009872,0.084981,-0.101131,0.989788,0.042049,-0.015629,0.020084,
0.057755,-0.062668,0.978012,0.082258,-0.097284,0.988610,-0.024504,0.034617,-0.010598,
0.074997,-0.101974,0.936234,0.081532,-0.097753,0.983373,-0.006535,-0.004221,-0.047139,
0.085083,-0.152191,0.978287,0.081887,-0.103197,0.982864,0.003196,-0.048994,-0.004577,
0.053665,-0.084381,0.989059,0.079065,-0.101316,0.983484,-0.025400,0.016935,0.005576,
0.089676,-0.070068,0.990234,0.080126,-0.098191,0.984159,0.009550,0.028123,0.006076,
0.113297,-0.129333,1.026627,0.083443,-0.101305,0.988406,0.029853,-0.028028,0.038221,
0.118195,-0.126404,1.017761,0.086918,-0.103815,0.991341,0.031276,-0.022589,0.026420,
0.100449,-0.061340,0.980408,0.088271,-0.099568,0.990248,0.012177,0.038227,-0.009840,
0.089569,-0.089066,0.967804,0.088401,-0.098517,0.988003,0.001168,0.009452,-0.020199,
0.107681,-0.121353,0.980164,0.090329,-0.100801,0.987219,0.017352,-0.020552,-0.007056,
0.085602,-0.100510,0.962936,0.089856,-0.100772,0.984791,-0.004255,0.000262,-0.021855,
0.069794,-0.122421,0.994568,0.087850,-0.102937,0.985769,-0.018056,-0.019485,0.008799,
0.081512,-0.110657,1.009338,0.087216,-0.103709,0.988126,-0.005704,-0.006948,0.021213,
0.083740,-0.073837,1.016830,0.086869,-0.100722,0.990996,-0.003129,0.026884,0.025834,
0.082626,-0.092773,1.005188,0.086444,-0.099927,0.992415,-0.003818,0.007153,0.012773,
0.089279,-0.112427,0.993668,0.086728,-0.101177,0.992541,0.002551,-0.011250,0.001127,
0.090576,-0.087173,0.964813,0.087113,-0.099776,0.989768,0.003463,0.012603,-0.024955,
0.091431,-0.098389,0.970871,0.087545,-0.099638,0.987878,0.003886,0.001249,-0.017007,
0.078796,-0.096832,0.978607,0.086670,-0.099357,0.986951,-0.007873,0.002525,-0.008344,
0.082596,-0.103302,0.982651,0.086262,-0.099752,0.986521,-0.003667,-0.003550,-0.003870,
0.092377,-0.093491,0.994492,0.086874,-0.099126,0.987318,0.005503,0.005635,0.007173,
0.087555,-0.092773,0.983582,0.086942,-0.098490,0.986944,0.000613,0.005717,-0.003363,
0.092239,-0.107605,0.997589,0.087472,-0.099402,0.988009,0.004768,-0.008203,0.009580,
0.085464,-0.104996,0.995514,0.087271,-0.099961,0.988759,-0.001806,-0.005035,0.006755,
0.079697,-0.100449,0.994446,0.086514,-0.100010,0.989328,-0.006817,-0.000439,0.005118,
0.075012,-0.088531,0.971573,0.085363,-0.098862,0.987553,-0.010351,0.010331,-0.015980,
0.089386,-0.105942,0.976852,0.085766,-0.099570,0.986483,0.003620,-0.006372,-0.009630,
0.086441,-0.107834,0.989639,0.085833,-0.100396,0.986798,0.000608,-0.007437,0.002841,
0.080688,-0.098602,0.988480,0.085319,-0.100217,0.986966,-0.004630,0.001615,0.001513,
0.083527,-0.106049,0.988602,0.085140,-0.100800,0.987130,-0.001613,-0.005248,0.001472,
0.096100,-0.110306,0.995682,0.086236,-0.101751,0.987985,0.009864,-0.008555,0.007697,
0.086563,-0.092712,0.996384,0.086268,-0.100847,0.988825,0.000295,0.008134,0.007559,
0.080704,-0.093826,0.999283,0.085712,-0.100145,0.989871,-0.005008,0.006319,0.009412,
0.087387,-0.108704,0.994614,0.085879,-0.101001,0.990345,0.001508,-0.007703,0.004269,
0.097275,-0.091568,0.980713,0.087019,-0.100057,0.989382,0.010256,0.008489,-0.008669,
0.094421,-0.085999,0.978653,0.087759,-0.098652,0.988309,0.006662,0.012653,-0.009656,
0.104828,-0.111023,0.988876,0.089466,-0.099889,0.988366,0.015362,-0.011134,0.000511,
0.074844,-0.098694,0.999268,0.088004,-0.099769,0.989456,-0.013159,0.001075,0.009812,
0.087357,-0.110535,1.000534,0.087939,-0.100846,0.990564,-0.000583,-0.009689,0.009970,
0.096176,-0.102798,0.992645,0.088763,-0.101041,0.990772,0.007413,-0.001757,0.001873,
0.085663,-0.084320,0.989365,0.088453,-0.099369,0.990631,-0.002790,0.015049,-0.001266,
0.090668,-0.077805,0.960770,0.088674,-0.097212,0.987645,0.001993,0.019408,-0.026875,
0.111526,-0.122147,0.983154,0.090960,-0.099706,0.987196,0.020567,-0.022441,-0.004042,
0.084488,-0.106949,0.991592,0.090312,-0.100430,0.987636,-0.005824,-0.006519,0.003957,
0.090286,-0.105728,1.004456,0.090310,-0.100960,0.989318,-0.000024,-0.004768,0.015138,
0.102051,-0.097977,0.982788,0.091484,-0.100662,0.988665,0.010567,0.002685,-0.005877,
0.107880,-0.099686,0.979935,0.093123,-0.100564,0.987792,0.014756,0.000878,-0.007857,
0.081635,-0.101395,0.989517,0.091975,-0.100647,0.987964,-0.010340,-0.000748,0.001553,
0.081757,-0.092056,0.978592,0.090953,-0.099788,0.987027,-0.009196,0.007732,-0.008435,
0.105850,-0.105362,0.985886,0.092443,-0.100345,0.986913,0.013408,-0.005017,-0.001027,
0.081589,-0.107056,0.988602,0.091357,-0.101016,0.987082,-0.009768,-0.006039,0.001520,
0.082733,-0.083405,1.000183,0.090495,-0.099255,0.988392,-0.007762,0.015851,0.011791,
0.106720,-0.117569,0.987000,0.092117,-0.101087,0.988253,0.014603,-0.016482,-0.001253,
0.111771,-0.093872,0.988754,0.094083,-0.100365,0.988303,0.017688,0.006493,0.000451,
0.070068,-0.089432,1.002090,0.091681,-0.099272,0.989682,-0.021613,0.009840,0.012409,
0.086548,-0.100357,0.980698,0.091168,-0.099380,0.988783,-0.004620,-0.000977,-0.008086,
0.083633,-0.103409,0.961975,0.090414,-0.099783,0.986102,-0.006781,-0.003626,-0.024127,
0.083557,-0.108032,0.975815,0.089729,-0.100608,0.985074,-0.006172,-0.007424,-0.009259,
0.089218,-0.116104,1.006516,0.089678,-0.102158,0.987218,-0.000459,-0.013946,0.019298,
0.077774,-0.091904,1.016968,0.088487,-0.101132,0.990193,-0.010713,0.009229,0.026775,
0.118546,-0.093597,0.996735,0.091493,-0.100379,0.990847,0.027052,0.006781,0.005888,
0.100021,-0.104553,0.993683,0.092346,-0.100796,0.991131,0.007675,-0.003757,0.002552,
0.089600,-0.086227,0.967773,0.092071,-0.099339,0.988795,-0.002472,0.013112,-0.021021,
0.081573,-0.111816,0.979797,0.091022,-0.100587,0.987895,-0.009448,-0.011229,-0.008098,
0.054489,-0.105164,0.974503,0.087368,-0.101045,0.986556,-0.032879,-0.004119,-0.012053,
0.055328,-0.114456,0.988403,0.084164,-0.102386,0.986741,-0.028836,-0.012070,0.001663,
0.071091,-0.090454,0.986328,0.082857,-0.101193,0.986699,-0.011766,0.010739,-0.000371,
0.115585,-0.106064,0.978104,0.086130,-0.101680,0.985840,0.029456,-0.004384,-0.007736,
0.108932,-0.088348,0.983749,0.088410,-0.100347,0.985631,0.020522,0.011998,-0.001881,
0.112518,-0.114426,1.005753,0.090821,-0.101755,0.987643,0.021697,-0.012671,0.018110,
0.074936,-0.086411,1.005051,0.089232,-0.100220,0.989384,-0.014296,0.013810,0.015667,
0.071915,-0.100601,1.007172,0.087501,-0.100258,0.991162,-0.015586,-0.000343,0.016009,
0.065048,-0.111221,1.002274,0.085255,-0.101355,0.992274,-0.020207,-0.009867,0.010000,
0.069321,-0.078430,0.964493,0.083662,-0.099062,0.989496,-0.014341,0.020632,-0.025003,
0.089294,-0.121109,0.963211,0.084225,-0.101267,0.986867,0.005069,-0.019842,-0.023656,
0.085464,-0.110748,0.980789,0.084349,-0.102215,0.986259,0.001115,-0.008533,-0.005470,
0.085480,-0.104095,0.989578,0.084462,-0.102403,0.986591,0.001018,-0.001692,0.002987,
0.066269,-0.088745,0.980362,0.082643,-0.101037,0.985968,-0.016374,0.012292,-0.005606,
0.088333,-0.110519,0.998566,0.083212,-0.101985,0.987228,0.005121,-0.008534,0.011338,
0.089310,-0.107666,1.001495,0.083822,-0.102554,0.988655,0.005488,-0.005113,0.012841,
0.069031,-0.099838,0.996292,0.082343,-0.102282,0.989418,-0.013312,0.002444,0.006874,
0.077744,-0.106277,0.979691,0.081883,-0.102682,0.988446,-0.004139,-0.003596,-0.008755,
0.088547,-0.098526,0.964905,0.082549,-0.102266,0.986092,0.005998,0.003740,-0.021187,
0.083618,-0.095703,0.988480,0.082656,-0.101610,0.986330,0.000962,0.005907,0.002149,
0.067673,-0.134506,1.025223,0.081158,-0.104899,0.990220,-0.013485,-0.029607,0.035003,
0.074219,-0.062057,0.992950,0.080464,-0.100615,0.990493,-0.006245,0.038558,0.002458,
0.098969,-0.113022,0.998703,0.082314,-0.101856,0.991314,0.016654,-0.011166,0.007389,
0.074890,-0.099777,0.980560,0.081572,-0.101648,0.990238,-0.006682,0.001871,-0.009678,
0.062454,-0.081375,0.975311,0.079660,-0.099621,0.988746,-0.017206,0.018246,-0.013434,
0.088181,-0.127457,1.001694,0.080512,-0.102404,0.990040,0.007668,-0.025052,0.011653,
0.073181,-0.080200,0.961609,0.079779,-0.100184,0.987197,-0.006598,0.019984,-0.025588,
0.106979,-0.098007,0.956238,0.082499,-0.099966,0.984101,0.024480,0.001959,-0.027864,
0.085190,-0.135101,0.997818,0.082768,-0.103480,0.985473,0.002422,-0.031622,0.012345,
0.083649,-0.089020,1.000259,0.082856,-0.102034,0.986952,0.000792,0.013014,0.013308,
0.107986,-0.085541,0.983719,0.085369,-0.100384,0.986628,0.022617,0.014844,-0.002910,
0.091278,-0.104782,0.998535,0.085960,-0.100824,0.987819,0.005318,-0.003958,0.010716,
0.062286,-0.091568,0.999069,0.083593,-0.099899,0.988944,-0.021306,0.008331,0.010125,
0.068909,-0.118790,0.978760,0.082124,-0.101788,0.987926,-0.013216,-0.017002,-0.009166,
0.064255,-0.100189,0.968658,0.080337,-0.101628,0.985999,-0.016083,0.001439,-0.017340,
0.065323,-0.090759,0.967560,0.078836,-0.100541,0.984155,-0.013513,0.009782,-0.016595,
0.081375,-0.128662,0.994766,0.079090,-0.103353,0.985216,0.002285,-0.025309,0.009550,
0.080795,-0.087326,0.986389,0.079260,-0.101750,0.985333,0.001535,0.014424,0.001056,
0.070282,-0.073563,0.981216,0.078363,-0.098932,0.984922,-0.008081,0.025369,-0.003705,
0.104584,-0.133514,1.004898,0.080985,-0.102390,0.986919,0.023599,-0.031125,0.017979,
0.080780,-0.086334,0.993286,0.080964,-0.100784,0.987556,-0.000184,0.014450,0.005730,
0.083527,-0.106018,0.992554,0.081220,-0.101308,0.988056,0.002306,-0.004710,0.004498,
0.077545,-0.124069,0.993668,0.080853,-0.103584,0.988617,-0.003308,-0.020485,0.005051,
0.062424,-0.083237,0.976318,0.079010,-0.101549,0.987387,-0.016586,0.018312,-0.011069,
0.064255,-0.097305,0.977478,0.077534,-0.101125,0.986396,-0.013280,0.003819,-0.008918,
0.088226,-0.125671,0.987885,0.078604,-0.103579,0.986545,0.009623,-0.022092,0.001339,
0.066208,-0.094391,0.982391,0.077364,-0.102661,0.986130,-0.011156,0.008270,-0.003738,
0.094208,-0.106659,0.987747,0.079048,-0.103060,0.986291,0.015159,-0.003599,0.001456,
0.098251,-0.084854,0.993454,0.080969,-0.101240,0.987008,0.017283,0.016386,0.006446,
0.087616,-0.088104,0.977615,0.081633,-0.099926,0.986068,0.005983,0.011822,-0.008453,
0.097839,-0.131927,0.993973,0.083254,-0.103126,0.986859,0.014585,-0.028801,0.007114,
0.074921,-0.093109,0.991318,0.082421,-0.102125,0.987305,-0.007500,0.009015,0.004013,
0.083618,-0.096634,0.988495,0.082540,-0.101576,0.987424,0.001078,0.004942,0.001071,
0.084457,-0.109772,0.989655,0.082732,-0.102395,0.987647,0.001725,-0.007377,0.002008,
0.077896,-0.089340,0.980484,0.082249,-0.101090,0.986931,-0.004352,0.011749,-0.006447,
0.089325,-0.112534,0.976929,0.082956,-0.102234,0.985930,0.006369,-0.010300,-0.009002,
0.081543,-0.115570,0.981812,0.082815,-0.103568,0.985519,-0.001272,-0.012002,-0.003707,
0.092499,-0.084183,0.980576,0.083783,-0.101629,0.985024,0.008716,0.017446,-0.004449,
0.096069,-0.111221,0.999634,0.085012,-0.102588,0.986485,0.011057,-0.008633,0.013149,
0.071823,-0.107132,1.018066,0.083693,-0.103043,0.989643,-0.011870,-0.004089,0.028423,
0.040909,-0.091187,1.016571,0.079415,-0.101857,0.992336,-0.038506,0.010671,0.024235,
0.097076,-0.112289,0.977982,0.081181,-0.102900,0.990901,0.015896,-0.009389,-0.012919,
0.114914,-0.068359,0.987518,0.084554,-0.099446,0.990562,0.030360,0.031087,-0.003044,
